study_id,publication_year,title,venue,ccf_2026,languages,tasks,task_subcategories,study_types,models,strategies,strategy_parents,integrated_techniques,generation_metrics,benchmarks,training_datasets,tool_names,source_links,artifact_links,code_availability_group,code_audit_date
U197,2026,RM-RF: Reward Model for Run-Free Unit Test Evaluation,SANER,B,Java;Python;Go,Test Generation,,Approach;Dataset,Qwen2.5;Qwen2.5-Coder;Codestral,Zero-shot;Full FT;PEFT,Model Training;Prompting Engineering,Mutation Testing,F1;Useful-test Ratio;Prediction Error;NDCG;Correlation;Time,"Custom Java/Python/Go training-validation set
Custom cross-project holdout dataset","Self-collected Java/Python/Go reward-model training/validation data; reported 22,285 total with 16-sample arithmetic inconsistency; separate cross-project holdout.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2601.13097v1,https://github.com/trndcenter/RM-RF-unit-tests,Partial implementation or auxiliary code,2026-09-22
U198,2026,Consistency Meets Verification: Enhancing Test Generation Quality in Large Language Models Without Ground-Truth Solutions,ICST,C,Python,Test Generation,,Approach,Qwen3-Coder;GPT-5-mini;Gemma 3,CoT,Prompting Engineering,Program Analysis;Differential Testing,Pass Rate;Line Coverage;Mutation Score;Test Count;Failure-mode Distribution;Code Coverage,"BigCodeBench-Hard
Less Basic Python Problems (LBPP)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2602.10522v1,https://github.com/HamedTaherkhani/ConVerTest,Verified implementation or experimental code,2026-09-22
U199,2026,How well LLM-based test generation techniques perform with newer LLM versions?,ICST,C,Java,Test Generation,,Approach,GPT-4o-mini;DeepSeek-V3;Llama 3.3,Zero-shot,Prompting Engineering,Program Repair;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Mutation Score;LLM Calls;Compile Rate;Pass Rate;Test Count;Hallucinated Classes;Code Coverage,"Six Java repositories drawn from ChatUniTest/HITS/GitBug-Java: Binance connector, Chesslib, ConfigMe, Event-ruler, Windward, Batch-processing-gateway","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2601.09695v2,https://github.com/michaelkonstantinou/llm-plain,Verified implementation or experimental code,2026-09-22
U200,2026,CogPath: A Constraint-Guided Context-Reduction Framework for LLM-Based Test Generation,SCAM,C,Java,Test Generation,,Approach,Qwen3-Coder;Qwen3.5;GPT-5.4-mini;DeepSeek-V3.1,Other prompting,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Cost;Time;Coverage Progression;Code Coverage,Defects4J 2.0.1: fixed versions of 14 Maven-compatible projects,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://xutangzhi.github.io/assets/pdf/scam2026-cogpath.pdf,https://github.com/SoftWiser-group/CogPath;https://doi.org/10.5281/zenodo.19249603,Verified implementation or experimental code,2026-09-22
U201,2026,Learning to Generate Unit Test via Adversarial Reinforcement Learning,ICLR,A,Python,Test Generation,,Approach,Qwen3;Qwen2.5;Llama 3.1,RL;Fine-tuning (type unspecified);Zero-shot;CoT,Model Training;Prompting Engineering,Differential Testing;Execution/Coverage Feedback,Unit-test Fidelity;Valid Test Rate;Test Count;Discrimination Reward,"TACO
LiveCodeBench-v2
CodeContests (matched training subset)","15,249 TACO instruction-code pairs plus 1,000 validation; matched CURE experiment uses 4,500 CodeContests; synthetic SFT annotations are separate.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://proceedings.iclr.cc/paper_files/paper/2026/file/efb02f96766a3b599c76852abf4d42dd-Paper-Conference.pdf,https://github.com/dgjun32/UTRL,Verified implementation or experimental code,2026-09-22
U202,2026,ATGen: Adversarial Reinforcement Learning for Test Case Generation,ICLR,A,Python,Test Generation,,Approach,Qwen2.5,RL;Zero-shot;CoT,Model Training;Prompting Engineering,Execution/Coverage Feedback,Correct Rate;Synthetic-bug Detection;Input Attack Rate;Precision;Recall;F1,"APPS
Codeforces
TACO","APPS/Codeforces 3,000 problems produce 16,822 training and 911 test problem/buggy-code pairs; TACO is generalization evaluation.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://proceedings.iclr.cc/paper_files/paper/2026/file/eed25c037bc08afcbefab6f7a6b700e0-Paper-Conference.pdf,https://github.com/SIMONLQY/ATGen,Verified implementation or experimental code,2026-09-22
U203,2026,MultiFileTest: A Multi-File-Level LLM Unit Test Generation Benchmark and Impact of Error Fixing Mechanisms,ACL,A,Python;Java;JavaScript,Test Generation;Test Repair,,Benchmark;Empirical,GPT-4;GPT-3.5;o1;GPT-5-mini;Gemini 2.0 Flash;Gemini 3 Pro;Claude 3.5 Sonnet;CodeQwen1.5;DeepSeek-Coder;CodeLlama;CodeGemma,Zero-shot,Prompting Engineering,Program Repair;Execution/Coverage Feedback,Executable Test Rate;Pass Rate;Line Coverage;Branch Coverage;Test Count;Assertion Presence;Changed Test LOC;Failure-mode Distribution;Code Coverage,MultiFileTest,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://aclanthology.org/2026.findings-acl.1403.pdf,Not verified,Accessible author code not verified,2026-09-22
U204,2026,XREPOTEST: Benchmarking Multilingual Repository-Level Unit Test Generation for Large Language Models,arXiv,Not applicable (preprint),Rust;Go;Julia;PHP;Ruby,Test Generation,,Benchmark;Empirical,Qwen3;Yi-Coder;Codestral;Qwen3-Coder-Next;GPT-OSS;Llama 3.3;DeepSeek-V3.2;MiniMax-M2.7;Claude Haiku 4.5;Claude Sonnet 4.5;DeepSeek-V4-Pro;GLM-5;Kimi-K2.5;GPT-5.2,Zero-shot,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Pass Rate;Compile Rate;Line Coverage;Code Coverage;Focal-call Presence;Mutation Score;Mutation@Pass Score;Failure-mode Distribution;Pass-without-focal-call Rate;Solved-instance Count,"XREPOTEST
McEval standalone comparison
HumanEval and TestGenEval auxiliary contamination/perplexity comparison
SWE-bench Verified externally reported model-score correlation","Not applicable: inference-only evaluation, no task-specific training",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/abs/2608.25939v1,https://github.com/solis-team/XRepoTest,Verified implementation or experimental code,2026-09-22
U205,2025,DiffuTester: Accelerating Unit Test Generation for Diffusion LLMs via Mining Structural Pattern,arXiv,Not applicable (preprint),Python;C++;Java,Test Generation,,Approach,DiffuCoder;Dream,Zero-shot,Prompting Engineering,Program Analysis,Line Coverage;Branch Coverage;Time;Computational Cost;Throughput;Syntax Rate;Inference Steps;Coverage Efficiency;Code Coverage,"TestEval (Python)
TestEval-C++
TestEval-Java","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2509.24975v3,https://github.com/THU-Agent/DiffuTester,Verified implementation or experimental code,2026-09-22
U206,2026,PR-Aware Automated Unit Test Generation: Challenges and Opportunities,COMPSAC,C,Java,Test Augmentation,,Dataset;Empirical,GPT-4o,Zero-shot,Prompting Engineering,Program Repair,Not applicable (task does not include Test Generation),Eight Apache Commons repositories,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2605.25285v1,https://figshare.com/s/ddc3b1aacec45c30156b,Verified implementation or experimental code,2026-09-22
U207,2026,Beyond Test Presence: Assessing the Quality and Robustness of Agent-Generated Tests in Open-Source Projects,COMPSAC,C,Python,Test Generation,,Empirical,Not reported,Not reported,Not reported,Not coded into the listed integration categories,Assertion Quality;Static Edge-case Diversity;Flakiness Indicators;Assertion Presence;Unknown Assertion Pattern Rate;Files-with-Assertions Count,AIDev-derived Python test-file corpus,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.12068v1,https://zenodo.org/records/20344789,Verified implementation or experimental code,2026-09-22
U208,2026,Impact of code context and prompting strategies on automated unit test generation with modern general-purpose large language models,JSS,B,Python,Test Generation,,Empirical,GPT-4.5;o3;o4-mini;Claude 3.7 Sonnet;Gemini 2.5 Pro;DeepSeek-V3,Zero-shot;CoT,Prompting Engineering,Not coded into the listed integration categories,Execution Rate;Branch Coverage;Mutation Score;Test Count;Scenario Diversity;Time;Code Coverage,Custom previously unpublished OrderCalculator,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2507.14256v1,https://github.com/peetery/LLM-analysis,Verified implementation or experimental code,2026-09-22
U209,2026,CGTest: A hybrid coverage-guided framework for cost-effective unit test generation,JSS,B,Java,Test Generation,,Approach,DeepSeek-Coder;CodeLlama;GPT-4o-mini,Zero-shot,Prompting Engineering,Program Analysis;Program Repair;SBST Tools;Execution/Coverage Feedback,Compile Rate;Pass Rate;Line Coverage;Branch Coverage;Code Coverage;Time;Token Usage,"Defects4J fixed versions, 16 projects
Five post-January-2024 Java GitHub projects",Not applicable: no task-specific training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1016/j.jss.2026.113055,Not verified,Accessible author code not verified,2026-09-22
U210,2026,MACO: Multi-agent collaborative optimization for unit test case generation,IST,B,Java,Test Generation,,Approach,DeepSeek-V2.5,Zero-shot,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Code Coverage;Dependency Coverage;Compile Rate;Test Count (worked example),HITS/ChatUniTest-derived Java dependency-complexity benchmark,Not applicable: prompt-only API inference,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1016/j.infsof.2026.108098,Not verified,Accessible author code not verified,2026-09-22
U211,2026,Prompt engineering in LLMs for automated unit test generation: A large-scale study,EMSE,B,Java,Test Generation,,Empirical,GPT-3.5;GPT-4;Mistral;Mixtral,Zero-shot;Few-shot;CoT;ToT;GToT,Prompting Engineering,Not coded into the listed integration categories,Generation Rate;Output Format Success;Code Extraction Success;Syntax Rate;Compile Rate;Coding-standard Violations;Code Complexity;Static Warnings;Readability;Line Coverage;Instruction Coverage;Method Coverage;Test Smells;Code Coverage;Cyclomatic Complexity;Cognitive Complexity;Compilation-error Distribution,"Defects4J (16projects477classes)
SF110/DynaMOSA subset (74projects182classes)
CMD (ODC and ConductorOSS,31classes)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://orbilu.uni.lu/bitstream/10993/68099/1/s10664-026-10840-4.pdf,https://anonymous.4open.science/r/LLM4TS-0F76/,Verified implementation or experimental code,2026-09-22
U212,2026,Optimizing Context and Cost in LLM ‐Based Unit Test Generation: A Study on External Dependency Retrieval Strategies,Expert Systems,C,Java,Test Generation,,Approach;Empirical,Codestral;DeepSeek-V4-Flash;GPT-5.4-mini,Zero-shot;Few-shot,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback,Branch Coverage;Code Coverage;Time;Repair Iterations;Generation Success Rate;First-attempt Success Rate;Token Usage;Token-weighted Cost,"batch-processing-gateway
JDom2
windward
Four confidential industrial Maven projects",Not applicable: no task-specific training,Not recorded or no standalone tool name; not used as a core statistical dimension,https://doi.org/10.1111/exsy.70401,https://github.com/NEO-Research-Group/chatunitest-core;https://github.com/NEO-Research-Group/chatunitest-maven-plugin,Accessible author code not verified,2026-09-22
U213,2026,Planning to Explore: Curiosity-Driven Planning for LLM Test Generation,arXiv,Not applicable (preprint),Python,Test Generation,,Approach;Benchmark,Gemini 3 Flash;GPT-5.4-mini;Mistral Large 3,Other prompting,Prompting Engineering,Execution/Coverage Feedback,Unique Covered Branch Count;Line Coverage;Execution Rate;Per-target Win Rate;Code Coverage;Coverage-versus-executions,"TestGenEval Lite subset
RepoExploreBench","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2604.05159v1,https://github.com/amayuelas/qcurious-tester,Verified implementation or experimental code,2026-09-22
U214,2026,Call-Chain-Aware LLM-Based Test Generation for Java Projects,arXiv,Not applicable (preprint),Java,Test Generation,,Approach,Qwen3-Coder,Few-shot,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Repair Success Rate;Code Coverage,"Defects4J: 14 fixed project versions
Four recent public multi-module Java repositories: adj-java, astron-agent, binance-connector-java, joyagent-jdgenie","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/pdf/2604.22046v1,,Accessible author code not verified,2026-09-22
U215,2026,LLM vs. Human Unit Tests: Fault Detection on Real Python Bugs,arXiv,Not applicable (preprint),Python,Bug Reproduction;Test Generation,,Empirical,Gemini 2.5 Flash,Other prompting,Prompting Engineering,Information Retrieval,Real-bug Detection;Line Coverage;Branch Coverage;Assertion Count;Test Code Size;Distinct Input Count;Docstring Presence;Testing-pattern Distribution;Code Coverage,"BugsInPy subset
python-slugify and packaging function benchmark
Researcher-designed paired function benchmark","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2606.08588v1,,Accessible author code not verified,2026-09-22
U216,2026,Library-Aware Doubles and Iterative Repair for Large Language Model-Generated Unit Tests in OpenSIL Firmware,arXiv,Not applicable (preprint),C,Test Generation,,Approach,GPT-4.1-mini;o4-mini;o3,Few-shot,Prompting Engineering,Information Retrieval;Program Repair;Execution/Coverage Feedback,Compile Rate;Resolve-loop Iterations;Line Coverage;Time;Cost;Token Usage;Code Coverage,"AMD openSIL phoenix_poc branch (public, accessed 2026-04-29) with AMD-specific UT infrastructure","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2606.19725v2,https://github.com/openSIL/openSIL/tree/phoenix_poc,Accessible author code not verified,2026-09-22
U217,2026,Humanizing Automatically Generated Unit Test Suites with LLM-Based Refactoring,arXiv,Not applicable (preprint),Java,Test Refactoring,,Approach,GPT-4o;Mistral Large,CoT,Prompting Engineering,Program Analysis;SBST Tools,Not applicable (task does not include Test Generation),"Defects4J (147 classes from15 projects)
SF110 (203 classes from69 projects)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2606.28229v2,https://anonymous.4open.science/r/TestHumanizer-06FB/,Verified implementation or experimental code,2026-09-22
U219,2026,TATG: Tracking-Aware Testing Objective for LLM-based Test Generation,arXiv,Not applicable (preprint),Java,Test Generation,,Approach,Qwen3.6;DeepSeek-V4-Flash;GLM-5.2,Zero-shot,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback;Mutation Testing,Line Coverage;Branch Coverage;Mutation Score;Time;Test Count;Additional Successfully Tested Method Count;Code Coverage,"KTester benchmark (110 methods, 10 projects)
31 selected complex methods from 10 additional public Java projects
50-method subset for industrial-tool comparison","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.03194v1,,Accessible author code not verified,2026-09-22
U220,2026,TestEvo-Bench: An Executable and Live Benchmark for Test and Code Co-Evolution,arXiv,Not applicable (preprint),Java,Test Augmentation;Test Evolution,,Approach;Benchmark,Claude Opus 4.7;Gemini 3.1 Pro,Zero-shot,Prompting Engineering,Not coded into the listed integration categories,Not applicable (task does not include Test Generation),"TestEvo-Bench (Java Maven, code/test co-evolution)
CEPROT-overlap dynamic-label replication subset","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.02469v1,https://www.testevo-bench.com/;https://huggingface.co/TestEvo-Bench/datasets,Accessible author code not verified,2026-09-22
U221,2026,SCATE: Learning to Supervise Coding Agents for Cost-Effective Test Generation,arXiv,Not applicable (preprint),Java,Test Generation,,Approach,Gemini 3.1 Flash-Lite;Claude Haiku 4.5,Zero-shot,Prompting Engineering,Program Analysis;Execution/Coverage Feedback,Line Coverage;Branch Coverage;Mutation Score;Cost;Time;Generation Iterations;Code Coverage,Defects4J complex-class subset used with PANTA projects,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.08983v1,,Accessible author code not verified,2026-09-22
U222,2026,Multi-Agent LLM Collaboration for Unit Test Generation via Human-Testing-Inspired Workflows,arXiv,Not applicable (preprint),Java;Python,Test Generation,,Approach,GPT-4o;DeepSeek-V3;Qwen3,CoT,Prompting Engineering,Program Analysis;Information Retrieval;Program Repair;Execution/Coverage Feedback;Mutation Testing;Knowledge Graph,Syntax Rate;Compile Rate;Execution Rate;Line Coverage;Branch Coverage;Mutation Score;Readability;Human Evaluation;Cost;Time;Composite Utility;Real-bug Detection;Precision;LLM-voter Agreement;Code Coverage;Perceived Assertion Quality;Adoption Effort,"1454 Java methods from6publicprojects (5D4J-origin + Event-Ruler)
UTXXX658methods/4privateJavaProjects
CM Python141methods/9modules/3projects","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.09101v1,,Accessible author code not verified,2026-09-22
U223,2026,ReProAgent: Tool-Augmented Multi-Stage Agentic Generation of Bug Reproduction Tests from Issue Reports,arXiv,Not applicable (preprint),Python,Bug Reproduction,,Approach,GPT-5-mini;Qwen3-Coder;DeepSeek-V3.2;GLM-4.6,CoT,Prompting Engineering,Program Analysis;Information Retrieval;Execution/Coverage Feedback;Knowledge Graph,Not applicable (task does not include Test Generation),"SWT-bench-lite (267 evaluated issues, Table4)
SWT-bench-verified (431 evaluated issues, Table5)
SWE-bench-lite300/SWE-bench-verified500 for downstream APR","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.09123v1,,Verified implementation or experimental code,2026-09-22
U224,2026,From Business Requirements to Test Assertions: Evaluating LLM-Generated Oracles on Real Bugs,arXiv,Not applicable (preprint),Java,Test Oracle Generation,Assertion Oracle Generation,Empirical,DeepSeek-V3;Gemma 3n;Llama 3;Mistral;Qwen3-Coder,Zero-shot,Prompting Engineering,Not coded into the listed integration categories,Not applicable (task does not include Test Generation),Defects4J Commons-Lang bugs1 and3–11,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.10277v1,https://figshare.com/s/50c240d183532de44c7a,Verified implementation or experimental code,2026-09-22
U225,2026,Fail-Aware and Explainable Test Oracle Prediction,arXiv,Not applicable (preprint),Java,Test Oracle Generation,Assertion Oracle Generation,Approach,CodeT5,PEFT,Model Training,Mutation Testing,Not applicable (task does not include Test Generation),"D4J-derived mutated test–MUT pairs (17projects854bugversions)
TOGA RQ2 artifact unseen25projects","D4J-derived mutated test-method pairs: 1,773,569 training / 222,657 validation / 222,278 test; not counts of distinct bugs.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.11342v1,,Accessible author code not verified,2026-09-22
U226,2026,Knowledge-Guided Synthetic Bug Feedback for LLM-Based Unit Test Generation,arXiv,Not applicable (preprint),Java,Test Generation,,Approach,GPT-5.4,Other prompting,Prompting Engineering,Program Analysis;Information Retrieval;Mutation Testing;Execution/Coverage Feedback;Knowledge Graph,Generation Rate;Line Coverage;Branch Coverage;Mutation Score;Real-bug Detection;Token Usage;Synthetic-bug Detection;Code Coverage,"Defects4J: Cli, Compress, Csv, JacksonDatabind, Jsoup
Offline knowledge: Defects4J, Bears, Bugs.jar, GitBug-Java, GHRB; evaluation projects excluded","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.11573v1,,Accessible author code not verified,2026-09-22
U227,2026,LLM-Based Invariant Testing for Software Functional Bugs,ISSRE,B,C;C++,Test Generation;Test Oracle Generation,Assertion Oracle Generation,Approach;Benchmark,GPT-5-mini;GPT-5.1,Few-shot,Prompting Engineering,Program Analysis;Program Repair;Execution/Coverage Feedback,Compile Rate;Execution Rate;Line Coverage;Branch Coverage;Average Unique Valid Verification Count per Seed;Real-bug Detection;Valid Program Count;Code Coverage,"Lisa-Bench: zlib, libpng, libpcap, sqlite3, lcms, cJSON, re2
25 reintroduced developer-fixed bugs in cJSON/lcms/zlib/sqlite3/libpng (5 each)","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2607.18711v1,https://github.com/SecurityLab-UCD/CNTG;https://github.com/SecurityLab-UCD/CGNTG;https://doi.org/10.5281/zenodo.20839021,Partial implementation or auxiliary code,2026-09-22
U229,2026,Ockhamareto: Pareto-Gated Segment-Level Credit Assignment for Concise Unit-Test Generation with Reinforcement Learning,arXiv,Not applicable (preprint),Python,Test Generation,,Approach,Qwen3.5,RL;PEFT;Few-shot,Model Training;Prompting Engineering,Mutation Testing;Execution/Coverage Feedback,Mutation Score;Statement Coverage;Branch Coverage;Pass Rate;Valid Suite Rate;Test Count;Per-test Efficiency;Buggy-solution Detection;Pareto Quality;Test Scoring/Reward Evaluation Time;Code Coverage,"PLT approx10500 Python library functions (training)
ULT 2126-task evaluation subset (exclude >500 mutants)
HumanEval+164
MBPP+399
CodeContests (Python wrong submissions; count not reported)
TestGenEval-Lite shared usable subset (count not reported)","PLT, approximately 10,500 Python library function tasks for GRPO/LoRA training; ULT/HumanEval+/MBPP+ are evaluation.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2608.24473v1,,Accessible author code not verified,2026-09-22
U230,2026,The Quality of Claude AI-authored Python Tests Is Not Weaker Than Human-authored Tests,arXiv,Not applicable (preprint),Python,Test Generation,,Empirical,Claude Sonnet 4.6;Claude Opus 4.6;Claude Opus 4.8;Claude Fable 5;Claude Opus 4.5,Other prompting,Prompting Engineering,Not coded into the listed integration categories,Historical-revert Detection;Mutation Score;Test Quality Rating;Test Defect Rate;Test-quality Triage False Discovery Proportion;Defect Yield,"Extractor (private author-developed)
Django
Pandas
Quay
AWX","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2608.15188v1,https://github.com/doug-leith/claude-python-test-quality,Verified implementation or experimental code,2026-09-22
U231,2026,BreakGuard: Towards Detecting Dependency Breaking Changes with LLM-Generated Tests,arXiv,Not applicable (preprint),Java,Test Generation,,Approach,GPT-4o;Qwen3-Coder;GPT-OSS,Zero-shot,Prompting Engineering,Program Analysis;Differential Testing,Compile Rate;Valid-target/instance Yield;Breaking-change Detection;Failure-mode Distribution;Oracle Type Distribution;Token Usage;Cost;Valid Target/Instance Count;Breaking-change Detecting Test Count,BUMP,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2608.20167v1,https://zenodo.org/records/15547047,Verified implementation or experimental code,2026-09-22
U232,2026,Agent-Based Test Assertion Generation via Diverse Perspective Aggregation,arXiv,Not applicable (preprint),Java,Test Oracle Generation,Assertion Oracle Generation,Approach,DeepSeek-Coder;Qwen2.5-Coder;DeepSeek-R1-Distill,Few-shot;CoT,Prompting Engineering,Program Analysis;Information Retrieval;SBST Tools,Not applicable (task does not include Test Generation),"Defects4J v2.1.0
EvoSuite-generated Defects4J FM–TP pairs","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2608.05822v1,https://github.com/LeonYang95/AssertMate,Verified implementation or experimental code,2026-09-22
U233,2026,Auditing and Decomposing Feedback-Driven Evolution in LLM Test Generation under the Oracle Problem,arXiv,Not applicable (preprint),Python,Test Generation,,Empirical,Qwen2.5-Coder;Qwen3.5,PEFT;Few-shot,Model Training;Prompting Engineering,Differential Testing;Execution/Coverage Feedback,Correct Rate;False Rejection Rate;Historical-fault Detection;Task Detection Rate;Valid-test Yield;Gain Inflation;Output Format Success;LLM Calls;Token Usage;Summed Evaluation Time;Cost-normalized Detection;Human Evaluation;Rater Agreement;Program-input Execution Count,"CodeContests-family development/IID/OOD
TestCase-Eval exact-output Python subset
CodeContests held-out test bundle",Qwen2.5-Coder LoRA warm-start: 49 records/33 tasks; Qwen3.5 has no corresponding training; execution-based development history is separate.,Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2608.19626v1,https://anonymous.4open.science/r/llm-test-evolution-audit-8CF5/,Verified implementation or experimental code,2026-09-22
U234,2026,"DPIAgent: Divide, Protocol, Isolate for Agentic Reproduction Test Generation",arXiv,Not applicable (preprint),Python,Bug Reproduction,,Approach,GPT-5-mini;GPT-5;Claude Opus 4.5,CoT,Prompting Engineering,Information Retrieval;Program Repair;Differential Testing;Execution/Coverage Feedback;Knowledge Graph,Not applicable (task does not include Test Generation),SWT-Bench Verified,"Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/html/2608.23341v1,https://neverwinhao.github.io/DPIAgent/,Accessible author code not verified,2026-09-22
U235,2026,On the risk of coding before testing: An empirical study on LLM-based test generation workflow,arXiv,Not applicable (preprint),Python,Test Generation,,Empirical,GPT-5-mini;GPT-4.1-mini;DeepSeek-V4-Flash;Claude Haiku 4.5;Llama 3.3,Zero-shot;CoT,Prompting Engineering,Program Repair;Differential Testing,Synthetic-bug Detection;Fault Triggering Rate;Line Coverage;Test Count;Code Coverage,"HumanEval+
MBPP
BigCodeBench","Not applicable to recorded target-task training; retrieval corpora, prompt examples and temperature tuning are not counted as training datasets. Auxiliary-model training is outside this field.",Not recorded or no standalone tool name; not used as a core statistical dimension,https://arxiv.org/abs/2607.05139,,Accessible author code not verified,2026-09-22
