dimension,category,study_id
integrated_technique,Not coded into the listed integration categories,U238
integrated_technique,Not coded into the listed integration categories,U239
integrated_technique,SBST Tools,SN003
integrated_technique,SBST Tools,SN011
integrated_technique,SBST Tools,SN016
integrated_technique,SBST Tools,U005
integrated_technique,SBST Tools,U011
integrated_technique,SBST Tools,U017
integrated_technique,SBST Tools,U023
integrated_technique,SBST Tools,U024
integrated_technique,SBST Tools,U034
integrated_technique,SBST Tools,U039
integrated_technique,SBST Tools,U040
integrated_technique,SBST Tools,U051
integrated_technique,SBST Tools,U057
integrated_technique,SBST Tools,U074
integrated_technique,SBST Tools,U075
integrated_technique,SBST Tools,U079
integrated_technique,SBST Tools,U087
integrated_technique,SBST Tools,U089
integrated_technique,SBST Tools,U096
integrated_technique,SBST Tools,U097
integrated_technique,SBST Tools,U108
integrated_technique,SBST Tools,U109
integrated_technique,SBST Tools,U162
integrated_technique,SBST Tools,U178
integrated_technique,SBST Tools,U180
integrated_technique,SBST Tools,U181
integrated_technique,SBST Tools,U193
integrated_technique,SBST Tools,U209
integrated_technique,SBST Tools,U217
integrated_technique,SBST Tools,U232
integrated_technique,Differential Testing,U018
integrated_technique,Differential Testing,U059
integrated_technique,Differential Testing,U083
integrated_technique,Differential Testing,U103
integrated_technique,Differential Testing,U117
integrated_technique,Differential Testing,U127
integrated_technique,Differential Testing,U135
integrated_technique,Differential Testing,U141
integrated_technique,Differential Testing,U149
integrated_technique,Differential Testing,U157
integrated_technique,Differential Testing,U198
integrated_technique,Differential Testing,U201
integrated_technique,Differential Testing,U231
integrated_technique,Differential Testing,U233
integrated_technique,Differential Testing,U234
integrated_technique,Differential Testing,U235
integrated_technique,Mutation Testing,U012
integrated_technique,Mutation Testing,U022
integrated_technique,Mutation Testing,U102
integrated_technique,Mutation Testing,U133
integrated_technique,Mutation Testing,U136
integrated_technique,Mutation Testing,U141
integrated_technique,Mutation Testing,U145
integrated_technique,Mutation Testing,U149
integrated_technique,Mutation Testing,U155
integrated_technique,Mutation Testing,U156
integrated_technique,Mutation Testing,U197
integrated_technique,Mutation Testing,U219
integrated_technique,Mutation Testing,U222
integrated_technique,Mutation Testing,U225
integrated_technique,Mutation Testing,U226
integrated_technique,Mutation Testing,U229
integrated_technique,Knowledge Graph,U128
integrated_technique,Knowledge Graph,U130
integrated_technique,Knowledge Graph,U154
integrated_technique,Knowledge Graph,U176
integrated_technique,Knowledge Graph,U222
integrated_technique,Knowledge Graph,U223
integrated_technique,Knowledge Graph,U226
integrated_technique,Knowledge Graph,U234
integrated_technique,Fuzzing,U054
integrated_technique,Fuzzing,U058
integrated_technique,Fuzzing,U157
integrated_technique,Not reported,U060
integrated_technique,Not reported,U067
integrated_technique,Metamorphic Testing,U133
integrated_technique,Symbolic Execution,U049
generation_metric,Code Coverage,SN001
generation_metric,Code Coverage,SN003
generation_metric,Code Coverage,SN005
generation_metric,Code Coverage,SN006
generation_metric,Code Coverage,SN009
generation_metric,Code Coverage,SN010
generation_metric,Code Coverage,SN011
generation_metric,Code Coverage,SN012
generation_metric,Code Coverage,SN013
generation_metric,Code Coverage,SN015
generation_metric,Code Coverage,SN016
generation_metric,Code Coverage,U002
generation_metric,Code Coverage,U004
generation_metric,Code Coverage,U010
generation_metric,Code Coverage,U012
generation_metric,Code Coverage,U013
generation_metric,Code Coverage,U014
generation_metric,Code Coverage,U015
generation_metric,Code Coverage,U016
generation_metric,Code Coverage,U017
generation_metric,Code Coverage,U019
generation_metric,Code Coverage,U020
generation_metric,Code Coverage,U023
generation_metric,Code Coverage,U025
generation_metric,Code Coverage,U032
generation_metric,Code Coverage,U034
generation_metric,Code Coverage,U036
generation_metric,Code Coverage,U038
generation_metric,Code Coverage,U041
generation_metric,Code Coverage,U042
generation_metric,Code Coverage,U043
generation_metric,Code Coverage,U045
generation_metric,Code Coverage,U046
generation_metric,Code Coverage,U047
generation_metric,Code Coverage,U048
generation_metric,Code Coverage,U053
generation_metric,Code Coverage,U054
generation_metric,Code Coverage,U055
generation_metric,Code Coverage,U056
generation_metric,Code Coverage,U058
generation_metric,Code Coverage,U063
generation_metric,Code Coverage,U065
generation_metric,Code Coverage,U068
generation_metric,Code Coverage,U071
generation_metric,Code Coverage,U072
generation_metric,Code Coverage,U077
generation_metric,Code Coverage,U083
generation_metric,Code Coverage,U086
generation_metric,Code Coverage,U094
generation_metric,Code Coverage,U098
generation_metric,Code Coverage,U100
generation_metric,Code Coverage,U101
generation_metric,Code Coverage,U104
generation_metric,Code Coverage,U105
generation_metric,Code Coverage,U107
generation_metric,Code Coverage,U110
generation_metric,Code Coverage,U115
generation_metric,Code Coverage,U119
generation_metric,Code Coverage,U120
generation_metric,Code Coverage,U122
generation_metric,Code Coverage,U124
generation_metric,Code Coverage,U136
generation_metric,Code Coverage,U142
generation_metric,Code Coverage,U145
generation_metric,Code Coverage,U147
generation_metric,Code Coverage,U148
generation_metric,Code Coverage,U153
generation_metric,Code Coverage,U156
generation_metric,Code Coverage,U158
generation_metric,Code Coverage,U159
generation_metric,Code Coverage,U160
generation_metric,Code Coverage,U162
generation_metric,Code Coverage,U163
generation_metric,Code Coverage,U165
generation_metric,Code Coverage,U167
generation_metric,Code Coverage,U174
generation_metric,Code Coverage,U176
generation_metric,Code Coverage,U177
generation_metric,Code Coverage,U185
generation_metric,Code Coverage,U189
generation_metric,Code Coverage,U190
generation_metric,Code Coverage,U194
generation_metric,Code Coverage,U195
generation_metric,Code Coverage,U196
generation_metric,Code Coverage,U198
generation_metric,Code Coverage,U199
generation_metric,Code Coverage,U200
generation_metric,Code Coverage,U203
generation_metric,Code Coverage,U204
generation_metric,Code Coverage,U205
generation_metric,Code Coverage,U208
generation_metric,Code Coverage,U209
generation_metric,Code Coverage,U210
generation_metric,Code Coverage,U211
generation_metric,Code Coverage,U212
generation_metric,Code Coverage,U213
generation_metric,Code Coverage,U214
generation_metric,Code Coverage,U215
generation_metric,Code Coverage,U216
generation_metric,Code Coverage,U219
generation_metric,Code Coverage,U221
generation_metric,Code Coverage,U222
generation_metric,Code Coverage,U226
generation_metric,Code Coverage,U227
generation_metric,Code Coverage,U229
generation_metric,Code Coverage,U235
generation_metric,Line Coverage,SN001
generation_metric,Line Coverage,SN006
generation_metric,Line Coverage,SN015
generation_metric,Line Coverage,U002
generation_metric,Line Coverage,U013
generation_metric,Line Coverage,U014
generation_metric,Line Coverage,U015
generation_metric,Line Coverage,U017
generation_metric,Line Coverage,U023
generation_metric,Line Coverage,U025
generation_metric,Line Coverage,U032
generation_metric,Line Coverage,U036
generation_metric,Line Coverage,U038
generation_metric,Line Coverage,U041
generation_metric,Line Coverage,U042
generation_metric,Line Coverage,U043
generation_metric,Line Coverage,U045
generation_metric,Line Coverage,U046
generation_metric,Line Coverage,U047
generation_metric,Line Coverage,U055
generation_metric,Line Coverage,U063
generation_metric,Line Coverage,U068
generation_metric,Line Coverage,U071
generation_metric,Line Coverage,U072
generation_metric,Line Coverage,U077
generation_metric,Line Coverage,U086
generation_metric,Line Coverage,U094
generation_metric,Line Coverage,U098
generation_metric,Line Coverage,U100
generation_metric,Line Coverage,U104
generation_metric,Line Coverage,U107
generation_metric,Line Coverage,U110
generation_metric,Line Coverage,U115
generation_metric,Line Coverage,U119
generation_metric,Line Coverage,U120
generation_metric,Line Coverage,U122
generation_metric,Line Coverage,U124
generation_metric,Line Coverage,U136
generation_metric,Line Coverage,U142
generation_metric,Line Coverage,U145
generation_metric,Line Coverage,U148
generation_metric,Line Coverage,U153
generation_metric,Line Coverage,U156
generation_metric,Line Coverage,U158
generation_metric,Line Coverage,U159
generation_metric,Line Coverage,U160
generation_metric,Line Coverage,U162
generation_metric,Line Coverage,U163
generation_metric,Line Coverage,U174
generation_metric,Line Coverage,U176
generation_metric,Line Coverage,U177
generation_metric,Line Coverage,U185
generation_metric,Line Coverage,U189
generation_metric,Line Coverage,U190
generation_metric,Line Coverage,U194
generation_metric,Line Coverage,U195
generation_metric,Line Coverage,U196
generation_metric,Line Coverage,U198
generation_metric,Line Coverage,U199
generation_metric,Line Coverage,U200
generation_metric,Line Coverage,U203
generation_metric,Line Coverage,U204
generation_metric,Line Coverage,U205
generation_metric,Line Coverage,U209
generation_metric,Line Coverage,U210
generation_metric,Line Coverage,U211
generation_metric,Line Coverage,U213
generation_metric,Line Coverage,U214
generation_metric,Line Coverage,U215
generation_metric,Line Coverage,U216
generation_metric,Line Coverage,U219
generation_metric,Line Coverage,U221
generation_metric,Line Coverage,U222
generation_metric,Line Coverage,U226
generation_metric,Line Coverage,U227
generation_metric,Line Coverage,U235
generation_metric,Branch Coverage,SN006
generation_metric,Branch Coverage,SN015
generation_metric,Branch Coverage,SN016
generation_metric,Branch Coverage,U012
generation_metric,Branch Coverage,U013
generation_metric,Branch Coverage,U015
generation_metric,Branch Coverage,U016
generation_metric,Branch Coverage,U017
generation_metric,Branch Coverage,U019
generation_metric,Branch Coverage,U023
generation_metric,Branch Coverage,U025
generation_metric,Branch Coverage,U036
generation_metric,Branch Coverage,U038
generation_metric,Branch Coverage,U041
generation_metric,Branch Coverage,U042
generation_metric,Branch Coverage,U045
generation_metric,Branch Coverage,U047
generation_metric,Branch Coverage,U053
generation_metric,Branch Coverage,U054
generation_metric,Branch Coverage,U055
generation_metric,Branch Coverage,U056
generation_metric,Branch Coverage,U063
generation_metric,Branch Coverage,U065
generation_metric,Branch Coverage,U077
generation_metric,Branch Coverage,U083
generation_metric,Branch Coverage,U086
generation_metric,Branch Coverage,U094
generation_metric,Branch Coverage,U100
generation_metric,Branch Coverage,U101
generation_metric,Branch Coverage,U104
generation_metric,Branch Coverage,U110
generation_metric,Branch Coverage,U115
generation_metric,Branch Coverage,U119
generation_metric,Branch Coverage,U120
generation_metric,Branch Coverage,U124
generation_metric,Branch Coverage,U136
generation_metric,Branch Coverage,U142
generation_metric,Branch Coverage,U145
generation_metric,Branch Coverage,U147
generation_metric,Branch Coverage,U148
generation_metric,Branch Coverage,U153
generation_metric,Branch Coverage,U156
generation_metric,Branch Coverage,U158
generation_metric,Branch Coverage,U159
generation_metric,Branch Coverage,U160
generation_metric,Branch Coverage,U162
generation_metric,Branch Coverage,U163
generation_metric,Branch Coverage,U165
generation_metric,Branch Coverage,U167
generation_metric,Branch Coverage,U174
generation_metric,Branch Coverage,U176
generation_metric,Branch Coverage,U177
generation_metric,Branch Coverage,U189
generation_metric,Branch Coverage,U194
generation_metric,Branch Coverage,U195
generation_metric,Branch Coverage,U199
generation_metric,Branch Coverage,U200
generation_metric,Branch Coverage,U203
generation_metric,Branch Coverage,U205
generation_metric,Branch Coverage,U208
generation_metric,Branch Coverage,U209
generation_metric,Branch Coverage,U210
generation_metric,Branch Coverage,U212
generation_metric,Branch Coverage,U214
generation_metric,Branch Coverage,U215
generation_metric,Branch Coverage,U219
generation_metric,Branch Coverage,U221
generation_metric,Branch Coverage,U222
generation_metric,Branch Coverage,U226
generation_metric,Branch Coverage,U227
generation_metric,Branch Coverage,U229
generation_metric,Pass Rate,SN001
generation_metric,Pass Rate,SN005
generation_metric,Pass Rate,SN009
generation_metric,Pass Rate,U002
generation_metric,Pass Rate,U010
generation_metric,Pass Rate,U012
generation_metric,Pass Rate,U013
generation_metric,Pass Rate,U016
generation_metric,Pass Rate,U017
generation_metric,Pass Rate,U019
generation_metric,Pass Rate,U025
generation_metric,Pass Rate,U032
generation_metric,Pass Rate,U036
generation_metric,Pass Rate,U038
generation_metric,Pass Rate,U041
generation_metric,Pass Rate,U043
generation_metric,Pass Rate,U045
generation_metric,Pass Rate,U046
generation_metric,Pass Rate,U047
generation_metric,Pass Rate,U053
generation_metric,Pass Rate,U065
generation_metric,Pass Rate,U068
generation_metric,Pass Rate,U070
generation_metric,Pass Rate,U086
generation_metric,Pass Rate,U088
generation_metric,Pass Rate,U098
generation_metric,Pass Rate,U100
generation_metric,Pass Rate,U101
generation_metric,Pass Rate,U107
generation_metric,Pass Rate,U115
generation_metric,Pass Rate,U119
generation_metric,Pass Rate,U124
generation_metric,Pass Rate,U133
generation_metric,Pass Rate,U136
generation_metric,Pass Rate,U142
generation_metric,Pass Rate,U153
generation_metric,Pass Rate,U154
generation_metric,Pass Rate,U160
generation_metric,Pass Rate,U162
generation_metric,Pass Rate,U163
generation_metric,Pass Rate,U165
generation_metric,Pass Rate,U174
generation_metric,Pass Rate,U189
generation_metric,Pass Rate,U198
generation_metric,Pass Rate,U199
generation_metric,Pass Rate,U203
generation_metric,Pass Rate,U204
generation_metric,Pass Rate,U209
generation_metric,Pass Rate,U229
generation_metric,Pass Rate,U238
generation_metric,Time,SN015
generation_metric,Time,SN016
generation_metric,Time,U013
generation_metric,Time,U016
generation_metric,Time,U017
generation_metric,Time,U019
generation_metric,Time,U020
generation_metric,Time,U022
generation_metric,Time,U025
generation_metric,Time,U034
generation_metric,Time,U038
generation_metric,Time,U042
generation_metric,Time,U053
generation_metric,Time,U060
generation_metric,Time,U066
generation_metric,Time,U069
generation_metric,Time,U070
generation_metric,Time,U086
generation_metric,Time,U098
generation_metric,Time,U100
generation_metric,Time,U115
generation_metric,Time,U119
generation_metric,Time,U120
generation_metric,Time,U122
generation_metric,Time,U124
generation_metric,Time,U127
generation_metric,Time,U133
generation_metric,Time,U142
generation_metric,Time,U145
generation_metric,Time,U146
generation_metric,Time,U156
generation_metric,Time,U158
generation_metric,Time,U162
generation_metric,Time,U167
generation_metric,Time,U174
generation_metric,Time,U175
generation_metric,Time,U176
generation_metric,Time,U185
generation_metric,Time,U197
generation_metric,Time,U200
generation_metric,Time,U205
generation_metric,Time,U208
generation_metric,Time,U209
generation_metric,Time,U212
generation_metric,Time,U216
generation_metric,Time,U219
generation_metric,Time,U221
generation_metric,Time,U222
generation_metric,Time,U238
generation_metric,Time,U239
generation_metric,Compile Rate,SN001
generation_metric,Compile Rate,SN005
generation_metric,Compile Rate,U002
generation_metric,Compile Rate,U013
generation_metric,Compile Rate,U015
generation_metric,Compile Rate,U019
generation_metric,Compile Rate,U032
generation_metric,Compile Rate,U038
generation_metric,Compile Rate,U041
generation_metric,Compile Rate,U043
generation_metric,Compile Rate,U047
generation_metric,Compile Rate,U048
generation_metric,Compile Rate,U053
generation_metric,Compile Rate,U054
generation_metric,Compile Rate,U070
generation_metric,Compile Rate,U077
generation_metric,Compile Rate,U086
generation_metric,Compile Rate,U088
generation_metric,Compile Rate,U100
generation_metric,Compile Rate,U105
generation_metric,Compile Rate,U110
generation_metric,Compile Rate,U124
generation_metric,Compile Rate,U142
generation_metric,Compile Rate,U148
generation_metric,Compile Rate,U154
generation_metric,Compile Rate,U174
generation_metric,Compile Rate,U177
generation_metric,Compile Rate,U189
generation_metric,Compile Rate,U190
generation_metric,Compile Rate,U195
generation_metric,Compile Rate,U196
generation_metric,Compile Rate,U199
generation_metric,Compile Rate,U204
generation_metric,Compile Rate,U209
generation_metric,Compile Rate,U210
generation_metric,Compile Rate,U211
generation_metric,Compile Rate,U216
generation_metric,Compile Rate,U222
generation_metric,Compile Rate,U227
generation_metric,Compile Rate,U231
generation_metric,Mutation Score,SN012
generation_metric,Mutation Score,SN013
generation_metric,Mutation Score,U010
generation_metric,Mutation Score,U012
generation_metric,Mutation Score,U013
generation_metric,Mutation Score,U022
generation_metric,Mutation Score,U032
generation_metric,Mutation Score,U038
generation_metric,Mutation Score,U043
generation_metric,Mutation Score,U065
generation_metric,Mutation Score,U068
generation_metric,Mutation Score,U071
generation_metric,Mutation Score,U077
generation_metric,Mutation Score,U086
generation_metric,Mutation Score,U098
generation_metric,Mutation Score,U115
generation_metric,Mutation Score,U119
generation_metric,Mutation Score,U122
generation_metric,Mutation Score,U136
generation_metric,Mutation Score,U142
generation_metric,Mutation Score,U145
generation_metric,Mutation Score,U147
generation_metric,Mutation Score,U153
generation_metric,Mutation Score,U156
generation_metric,Mutation Score,U159
generation_metric,Mutation Score,U160
generation_metric,Mutation Score,U162
generation_metric,Mutation Score,U177
generation_metric,Mutation Score,U190
generation_metric,Mutation Score,U198
generation_metric,Mutation Score,U199
generation_metric,Mutation Score,U204
generation_metric,Mutation Score,U208
generation_metric,Mutation Score,U219
generation_metric,Mutation Score,U221
generation_metric,Mutation Score,U222
generation_metric,Mutation Score,U226
generation_metric,Mutation Score,U229
generation_metric,Mutation Score,U230
generation_metric,Test Count,SN015
generation_metric,Test Count,U007
generation_metric,Test Count,U013
generation_metric,Test Count,U016
generation_metric,Test Count,U022
generation_metric,Test Count,U025
generation_metric,Test Count,U034
generation_metric,Test Count,U036
generation_metric,Test Count,U038
generation_metric,Test Count,U042
generation_metric,Test Count,U047
generation_metric,Test Count,U058
generation_metric,Test Count,U072
generation_metric,Test Count,U086
generation_metric,Test Count,U110
generation_metric,Test Count,U124
generation_metric,Test Count,U127
generation_metric,Test Count,U133
generation_metric,Test Count,U135
generation_metric,Test Count,U136
generation_metric,Test Count,U147
generation_metric,Test Count,U148
generation_metric,Test Count,U162
generation_metric,Test Count,U174
generation_metric,Test Count,U176
generation_metric,Test Count,U185
generation_metric,Test Count,U196
generation_metric,Test Count,U198
generation_metric,Test Count,U199
generation_metric,Test Count,U201
generation_metric,Test Count,U203
generation_metric,Test Count,U208
generation_metric,Test Count,U219
generation_metric,Test Count,U229
generation_metric,Test Count,U235
generation_metric,Real-bug Detection,U015
generation_metric,Real-bug Detection,U046
generation_metric,Real-bug Detection,U048
generation_metric,Real-bug Detection,U066
generation_metric,Real-bug Detection,U077
generation_metric,Real-bug Detection,U086
generation_metric,Real-bug Detection,U088
generation_metric,Real-bug Detection,U100
generation_metric,Real-bug Detection,U104
generation_metric,Real-bug Detection,U107
generation_metric,Real-bug Detection,U127
generation_metric,Real-bug Detection,U133
generation_metric,Real-bug Detection,U145
generation_metric,Real-bug Detection,U146
generation_metric,Real-bug Detection,U147
generation_metric,Real-bug Detection,U148
generation_metric,Real-bug Detection,U158
generation_metric,Real-bug Detection,U165
generation_metric,Real-bug Detection,U167
generation_metric,Real-bug Detection,U175
generation_metric,Real-bug Detection,U176
generation_metric,Real-bug Detection,U195
generation_metric,Real-bug Detection,U196
generation_metric,Real-bug Detection,U215
generation_metric,Real-bug Detection,U222
generation_metric,Real-bug Detection,U226
generation_metric,Real-bug Detection,U227
generation_metric,Syntax Rate,SN006
generation_metric,Syntax Rate,U002
generation_metric,Syntax Rate,U009
generation_metric,Syntax Rate,U012
generation_metric,Syntax Rate,U013
generation_metric,Syntax Rate,U017
generation_metric,Syntax Rate,U019
generation_metric,Syntax Rate,U022
generation_metric,Syntax Rate,U032
generation_metric,Syntax Rate,U038
generation_metric,Syntax Rate,U046
generation_metric,Syntax Rate,U065
generation_metric,Syntax Rate,U088
generation_metric,Syntax Rate,U098
generation_metric,Syntax Rate,U101
generation_metric,Syntax Rate,U104
generation_metric,Syntax Rate,U122
generation_metric,Syntax Rate,U153
generation_metric,Syntax Rate,U158
generation_metric,Syntax Rate,U189
generation_metric,Syntax Rate,U190
generation_metric,Syntax Rate,U205
generation_metric,Syntax Rate,U211
generation_metric,Syntax Rate,U222
generation_metric,Cost,SN016
generation_metric,Cost,U013
generation_metric,Cost,U038
generation_metric,Cost,U042
generation_metric,Cost,U043
generation_metric,Cost,U058
generation_metric,Cost,U069
generation_metric,Cost,U086
generation_metric,Cost,U110
generation_metric,Cost,U120
generation_metric,Cost,U127
generation_metric,Cost,U133
generation_metric,Cost,U145
generation_metric,Cost,U165
generation_metric,Cost,U167
generation_metric,Cost,U174
generation_metric,Cost,U194
generation_metric,Cost,U200
generation_metric,Cost,U216
generation_metric,Cost,U221
generation_metric,Cost,U222
generation_metric,Cost,U231
generation_metric,Cost,U238
generation_metric,Token Usage,U042
generation_metric,Token Usage,U058
generation_metric,Token Usage,U069
generation_metric,Token Usage,U086
generation_metric,Token Usage,U110
generation_metric,Token Usage,U122
generation_metric,Token Usage,U127
generation_metric,Token Usage,U133
generation_metric,Token Usage,U142
generation_metric,Token Usage,U145
generation_metric,Token Usage,U162
generation_metric,Token Usage,U165
generation_metric,Token Usage,U167
generation_metric,Token Usage,U174
generation_metric,Token Usage,U209
generation_metric,Token Usage,U212
generation_metric,Token Usage,U216
generation_metric,Token Usage,U226
generation_metric,Token Usage,U231
generation_metric,Token Usage,U233
generation_metric,Token Usage,U238
generation_metric,Correct Rate,U002
generation_metric,Correct Rate,U007
generation_metric,Correct Rate,U013
generation_metric,Correct Rate,U020
generation_metric,Correct Rate,U045
generation_metric,Correct Rate,U048
generation_metric,Correct Rate,U070
generation_metric,Correct Rate,U072
generation_metric,Correct Rate,U083
generation_metric,Correct Rate,U088
generation_metric,Correct Rate,U107
generation_metric,Correct Rate,U133
generation_metric,Correct Rate,U196
generation_metric,Correct Rate,U202
generation_metric,Correct Rate,U233
generation_metric,Failure-mode Distribution,U047
generation_metric,Failure-mode Distribution,U056
generation_metric,Failure-mode Distribution,U072
generation_metric,Failure-mode Distribution,U101
generation_metric,Failure-mode Distribution,U156
generation_metric,Failure-mode Distribution,U167
generation_metric,Failure-mode Distribution,U177
generation_metric,Failure-mode Distribution,U196
generation_metric,Failure-mode Distribution,U198
generation_metric,Failure-mode Distribution,U203
generation_metric,Failure-mode Distribution,U204
generation_metric,Failure-mode Distribution,U231
generation_metric,Precision,U018
generation_metric,Precision,U066
generation_metric,Precision,U069
generation_metric,Precision,U071
generation_metric,Precision,U088
generation_metric,Precision,U103
generation_metric,Precision,U135
generation_metric,Precision,U146
generation_metric,Precision,U157
generation_metric,Precision,U175
generation_metric,Precision,U202
generation_metric,Precision,U222
generation_metric,CodeBLEU,U004
generation_metric,CodeBLEU,U065
generation_metric,CodeBLEU,U104
generation_metric,CodeBLEU,U105
generation_metric,CodeBLEU,U106
generation_metric,CodeBLEU,U107
generation_metric,CodeBLEU,U154
generation_metric,CodeBLEU,U158
generation_metric,CodeBLEU,U163
generation_metric,CodeBLEU,U165
generation_metric,CodeBLEU,U190
generation_metric,Readability,U002
generation_metric,Readability,U013
generation_metric,Readability,U019
generation_metric,Readability,U039
generation_metric,Readability,U043
generation_metric,Readability,U048
generation_metric,Readability,U055
generation_metric,Readability,U086
generation_metric,Readability,U124
generation_metric,Readability,U211
generation_metric,Readability,U222
generation_metric,Execution Rate,SN006
generation_metric,Execution Rate,SN016
generation_metric,Execution Rate,U046
generation_metric,Execution Rate,U127
generation_metric,Execution Rate,U136
generation_metric,Execution Rate,U160
generation_metric,Execution Rate,U208
generation_metric,Execution Rate,U213
generation_metric,Execution Rate,U222
generation_metric,Execution Rate,U227
generation_metric,Statement Coverage,U010
generation_metric,Statement Coverage,U016
generation_metric,Statement Coverage,U019
generation_metric,Statement Coverage,U053
generation_metric,Statement Coverage,U056
generation_metric,Statement Coverage,U063
generation_metric,Statement Coverage,U083
generation_metric,Statement Coverage,U147
generation_metric,Statement Coverage,U165
generation_metric,Statement Coverage,U229
generation_metric,Method Coverage,U013
generation_metric,Method Coverage,U020
generation_metric,Method Coverage,U055
generation_metric,Method Coverage,U058
generation_metric,Method Coverage,U162
generation_metric,Method Coverage,U177
generation_metric,Method Coverage,U189
generation_metric,Method Coverage,U195
generation_metric,Method Coverage,U211
generation_metric,Recall,U018
generation_metric,Recall,U066
generation_metric,Recall,U069
generation_metric,Recall,U071
generation_metric,Recall,U135
generation_metric,Recall,U146
generation_metric,Recall,U157
generation_metric,Recall,U175
generation_metric,Recall,U202
generation_metric,Executable Test Rate,U100
generation_metric,Executable Test Rate,U110
generation_metric,Executable Test Rate,U133
generation_metric,Executable Test Rate,U176
generation_metric,Executable Test Rate,U185
generation_metric,Executable Test Rate,U195
generation_metric,Executable Test Rate,U203
generation_metric,Executable Test Rate,U239
generation_metric,F1,U018
generation_metric,F1,U091
generation_metric,F1,U135
generation_metric,F1,U146
generation_metric,F1,U157
generation_metric,F1,U175
generation_metric,F1,U197
generation_metric,F1,U202
generation_metric,Test Smells,U009
generation_metric,Test Smells,U025
generation_metric,Test Smells,U041
generation_metric,Test Smells,U047
generation_metric,Test Smells,U166
generation_metric,Test Smells,U177
generation_metric,Test Smells,U211
generation_metric,Failure-type Distribution,U017
generation_metric,Failure-type Distribution,U032
generation_metric,Failure-type Distribution,U065
generation_metric,Failure-type Distribution,U068
generation_metric,Failure-type Distribution,U098
generation_metric,Failure-type Distribution,U103
generation_metric,Human Evaluation,U014
generation_metric,Human Evaluation,U050
generation_metric,Human Evaluation,U055
generation_metric,Human Evaluation,U124
generation_metric,Human Evaluation,U222
generation_metric,Human Evaluation,U233
generation_metric,Runtime Error Rate,U070
generation_metric,Runtime Error Rate,U101
generation_metric,Runtime Error Rate,U110
generation_metric,Runtime Error Rate,U154
generation_metric,Runtime Error Rate,U162
generation_metric,Runtime Error Rate,U196
generation_metric,Assertion Count,U019
generation_metric,Assertion Count,U038
generation_metric,Assertion Count,U048
generation_metric,Assertion Count,U060
generation_metric,Assertion Count,U215
generation_metric,Assertion Pass Rate,U054
generation_metric,Assertion Pass Rate,U056
generation_metric,Assertion Pass Rate,U063
generation_metric,Assertion Pass Rate,U110
generation_metric,Assertion Pass Rate,U159
generation_metric,Edit Similarity,U016
generation_metric,Edit Similarity,U019
generation_metric,Edit Similarity,U034
generation_metric,Edit Similarity,U101
generation_metric,Edit Similarity,U105
generation_metric,Synthetic-bug Detection,U022
generation_metric,Synthetic-bug Detection,U072
generation_metric,Synthetic-bug Detection,U202
generation_metric,Synthetic-bug Detection,U226
generation_metric,Synthetic-bug Detection,U235
generation_metric,Accuracy,SN007
generation_metric,Accuracy,SN008
generation_metric,Accuracy,U091
generation_metric,Accuracy,U175
generation_metric,Assertion Quality,U025
generation_metric,Assertion Quality,U055
generation_metric,Assertion Quality,U086
generation_metric,Assertion Quality,U207
generation_metric,Developer Acceptance,U058
generation_metric,Developer Acceptance,U100
generation_metric,Developer Acceptance,U105
generation_metric,Developer Acceptance,U174
generation_metric,Instruction Coverage,U048
generation_metric,Instruction Coverage,U065
generation_metric,Instruction Coverage,U077
generation_metric,Instruction Coverage,U211
generation_metric,Repair Success Rate,U022
generation_metric,Repair Success Rate,U119
generation_metric,Repair Success Rate,U156
generation_metric,Repair Success Rate,U214
generation_metric,Assertion Presence,U009
generation_metric,Assertion Presence,U203
generation_metric,Assertion Presence,U207
generation_metric,BLEU,U105
generation_metric,BLEU,U106
generation_metric,BLEU,U190
generation_metric,Buggy-solution Detection,U022
generation_metric,Buggy-solution Detection,U153
generation_metric,Buggy-solution Detection,U229
generation_metric,Combined Line/Branch Coverage,U034
generation_metric,Combined Line/Branch Coverage,U042
generation_metric,Combined Line/Branch Coverage,U120
generation_metric,Correlation,SN009
generation_metric,Correlation,U148
generation_metric,Correlation,U197
generation_metric,Coverage Progression,U023
generation_metric,Coverage Progression,U120
generation_metric,Coverage Progression,U200
generation_metric,Cyclomatic Complexity,U048
generation_metric,Cyclomatic Complexity,U086
generation_metric,Cyclomatic Complexity,U211
generation_metric,False-positive Count,U018
generation_metric,False-positive Count,U135
generation_metric,False-positive Count,U175
generation_metric,Output Format Success,U007
generation_metric,Output Format Success,U211
generation_metric,Output Format Success,U233
generation_metric,Rater Agreement,U133
generation_metric,Rater Agreement,U148
generation_metric,Rater Agreement,U233
generation_metric,Repair Iterations,U019
generation_metric,Repair Iterations,U020
generation_metric,Repair Iterations,U212
generation_metric,Test Code Size,U060
generation_metric,Test Code Size,U086
generation_metric,Test Code Size,U215
generation_metric,Adoption Effort,U086
generation_metric,Adoption Effort,U222
generation_metric,Applicability,U133
generation_metric,Applicability,U194
generation_metric,Assertion Correctness,SN006
generation_metric,Assertion Correctness,U048
generation_metric,Class Coverage,U189
generation_metric,Class Coverage,U195
generation_metric,Coding-standard Violations,U048
generation_metric,Coding-standard Violations,U211
generation_metric,Cognitive Complexity,U048
generation_metric,Cognitive Complexity,U211
